Manufacturer,Model,Refrigerant,Operating Condition,Displacement Volume,Capacity,Power,COP,Source,Minimum Voltage,Maximum Voltage,Frequency,Test Condition,Speed Type,Speed,Comments
GMCC,PH420M3CS-4MUL,R22,-,42,29002,1925,4.42,AC,220,220,50,GX,Fixed,2900,
GMCC,PH430M3CS-4MUL1,R22,-,42.6,29531,1985,4.36,AC,220,220,50,GX,Fixed,2900,
GMCC,PH450M3CS-4MUL1,R22,-,45.1,31186,2100,4.35,AC,220,220,50,GX,Fixed,2900,
GMCC,HSQ440V1VMU,R22,-,43.6,30435,1960,4.55,AC,220,220,50,GX,Fixed,2900,
GMCC,HSQ450V1VMU,R22,-,43.6,30759,2050,4.4,AC,220,220,50,GX,Fixed,2900,
GMCC,HSM190S1VFT,R22,-,19.2,12744,853,4.38,AC,230,230,50,GX,Fixed,2900,
GMCC,HSM195S1VFT,R22,-,19.7,13000,870,4.38,AC,230,230,50,GX,Fixed,2900,
GMCC,HSM200S1VFT,R22,-,20.1,13290,895,4.35,AC,230,230,50,GX,Fixed,2900,
GMCC,PH190M2A-7FTL,R22,-,18.9,12897,855,4.42,AC,230,230,50,GX,Fixed,2900,
GMCC,HSF280S1VKPA,R22,-,28.1,19073,1205,4.64,AC,230,230,50,GX,Fixed,2900,
GMCC,HSF285S2VFP,R22,-,28.6,19414,1250,4.55,AC,230,230,50,GX,Fixed,2900,
GMCC,HSF290S1VKPA,R22,-,29,19755,1245,4.65,AC,230,230,50,GX,Fixed,2900,
GMCC,HSG265S1VKT,R22,-,26.4,18288,1165,4.6,AC,230,230,50,GX,Fixed,2900,
GMCC,HSG275S1VKT,R22,-,27.5,19056,1200,4.65,AC,230,230,50,GX,Fixed,2900,
GMCC,HSG280S1VKT,R22,-,28.5,19431,1225,4.65,AC,230,230,50,GX,Fixed,2900,
GMCC,HSG290S1VKU,R22,-,29,20148,1270,4.65,AC,230,230,50,GX,Fixed,2900,
GMCC,HSG340S1VMU,R22,-,34,23594,1510,4.58,AC,230,230,50,GX,Fixed,2900,
GMCC,PH300G2C-7KUL,R22,-,29.8,20404,1300,4.6,AC,230,230,50,GX,Fixed,2900,
GMCC,PH360G2C-7MUL,R22,-,36,24754,1585,4.58,AC,230,230,50,GX,Fixed,2900,
GMCC,HSM185S2UFT ,R22,-,18.7,11072,1055,3.08,AC,230,230,50,ASH,Fixed,2900,
GMCC,HSM205S1UFT ,R22,-,20.5,12078,1105,3.2,AC,230,230,50,ASH,Fixed,2900,
GMCC,PH360G2C-7MU ,R22,-,36,21922,1935,3.32,AC,230,230,50,ASH,Fixed,2900,
GMCC,HSG370S1UMU ,R22,-,37,22707,1960,3.4,AC,230,230,50,ASH,Fixed,2900,
GMCC,PH210M2A-4FTSH,R22,-,20.9,12914,1215,3.12,AC,220,220,50,ASH,Fixed,2900,Wide Voltage
GMCC,PH215M2A-4FTSH,R22,-,21.4,13256,1245,3.12,AC,220,220,50,ASH,Fixed,2900,Wide Voltage
GMCC,PH290G2C-4FTSH,R22,-,28.7,17640,1655,3.12,AC,220,220,50,ASH,Fixed,2900,Wide Voltage
GMCC,PH200M2A-4FTS1,R22,T3,19.9,12130,1095,3.25,AC,220,240,50,ASH,Fixed,2900,
GMCC,PH310M2AS-4KTS1,R22,T3,31,19175,1755,3.2,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSF210V1SFT,R22,T3,20.9,12556,1115,3.3,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSG290V1TKT,R22,T3,29,17742,1520,3.42,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSG310V1TKT,R22,T3,30.9,18902,1630,3.4,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSG330V1TKT,R22,T3,33.1,20250,1735,3.42,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSG340V1TKT,R22,T3,34.1,20864,1800,3.4,AC,220,240,50,ASH,Fixed,2900,
GMCC,HSG360V1TFT,R22,T3,35.9,21956,1905,3.38,AC,220,240,50,ASH,Fixed,2900,
GMCC,PH400G2CS-4KTS1,R22,T3,39.8,24157,2250,3.15,AC,220,240,50,ASH,Fixed,2900,
GMCC,PH420G2CS-4KTS1,R22,T3,42.3,25726,2370,3.18,AC,220,240,50,ASH,Fixed,2900,
GMCC,PH440G2CS-4KTS1,R22,T3,43.5,26221,2500,3.07,AC,220,240,50,ASH,Fixed,2900,
GMCC,PH290G2C-7KTS ,R22,T3,28.7,17418,1525,3.35,AC,230,230,50,ASH,Fixed,2900,
GMCC,PH420G2CS-7KTS ,R22,T3,42.3,25675,2390,3.15,AC,230,230,50,ASH,Fixed,2900,
GMCC,PH185M2A-3FTS1 ,R22,T3,18.5,13819,1245,3.25,AC,230,230,60,ASH,Fixed,3500,
GMCC,PH240M2A-3FTS1 ,R22,T3,24,17947,1740,3.02,AC,230,230,60,ASH,Fixed,3500,
GMCC,PH260M2AS-3KTS2 ,R22,T3,26.1,19380,1765,3.22,AC,230,230,60,ASH,Fixed,3500,
GMCC,PH280M2AS-3KTS1 ,R22,T3,27.9,20762,2025,3,AC,230,230,60,ASH,Fixed,3500,
GMCC,PH260G2C-3KTS3 ,R22,T3,26.1,19414,1670,3.41,AC,230,230,60,ASH,Fixed,3500,
GMCC,HSG300N1TKT ,R22,T3,29.8,21871,1860,3.45,AC,230,230,60,ASH,Fixed,3500,
GMCC,HSG310N1TKT ,R22,T3,30.9,22673,1925,3.45,AC,230,230,60,ASH,Fixed,3500,
GMCC,HSG330N1TKT ,R22,T3,33.1,24293,2080,3.42,AC,230,230,60,ASH,Fixed,3500,
GMCC,HSG340N1TMT ,R22,T3,34,24942,2135,3.42,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASM140V1SFT,R410A,T3,13.9,11942,1200,2.92,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASF180V1SKT,R410A,T3,18,15473,1460,3.11,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASF190V1SFVB,R410A,T3,19.1,16446,1585,3.04,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASG180V1SKT,R410A,T3,18,15490,1455,3.12,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASG185V1SKT,R410A,T3,18.6,15934,1470,3.18,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASG205V1SKT,R410A,T3,20.5,17589,1620,3.18,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASG235V1SKT,R410A,T3,23.5,20165,1875,3.15,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASG250V1SKT,R410A,T3,25.1,21530,2005,3.15,AC,220,240,50,ASH,Fixed,2900,
GMCC,PA185G2CS-4KTM1,R410A,T3,18.6,15644,1525,3.01,AC,220,240,50,ASH,Fixed,2900,
GMCC,PA250G2CS-4KTM2,R410A,T3,25.1,21444,2060,3.05,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASQ290V1SMP,R410A,T3,29,24788,2305,3.15,AC,220,240,50,ASH,Fixed,2900,
GMCC,ASQ310V1SMP,R410A,T3,30.9,26511,2490,3.12,AC,220,240,50,ASH,Fixed,2900,
GMCC,ATG310V1SMP,R410A,T3,30.7,26597,2600,3,AC,220,240,50,ASH,Fixed,2900,
GMCC,ATQ360V1SMP,R410A,T3,36.6,31561,3065,3.02,AC,220,240,50,ASH,Fixed,2900,
GMCC,ATQ420V1SMT,R410A,T3,41.9,35826,3525,2.98,AC,220,240,50,ASH,Fixed,2900,
GMCC,PA150M2A-7FTS1 ,R410A,T3,15,12778,1240,3.02,AC,230,230,50,ASH,Fixed,2900,
GMCC,PA180G2CS-7KTM ,R410A,T3,18,15388,1430,3.15,AC,230,230,50,ASH,Fixed,2900,
GMCC,PA250G2CS-7KUM ,R410A,T3,25.1,21564,2095,3.02,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASG210S1SMU ,R410A,T3,21,18084,1655,3.2,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASG240S1SMT ,R410A,T3,23.8,20643,1950,3.1,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASG280S1SMU ,R410A,T3,28,24083,2205,3.2,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASQ300S1SMT ,R410A,T3,30,25726,2415,3.12,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASQ330S1SMT ,R410A,T3,33,28883,2840,2.98,AC,230,230,50,ASH,Fixed,2900,
GMCC,ASF150N1SKT,R410A,T3,14.9,15388,1420,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASF155N1SKT,R410A,T3,15.5,15900,1465,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASF160N1SETB,R410A,T3,16,16685,1540,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASF165N1SETB,R410A,T3,16.5,17196,1585,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASF170N1SETB,R410A,T3,17,17725,1635,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG180N1SKT,R410A,T3,18,18595,1715,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG185N1SKT,R410A,T3,18.6,19261,1775,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG190N1SKT,R410A,T3,19.1,19773,1820,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG195N1SKT,R410A,T3,19.6,20250,1865,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG200N1SKT,R410A,T3,20.2,20881,1925,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG205N1SKT,R410A,T3,20.5,21189,1955,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG210N1SKT,R410A,T3,21.1,21803,2010,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG215N1SKT,R410A,T3,21.4,22110,2040,3.18,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG235N1SKT,R410A,T3,23.5,24276,2260,3.15,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG240N1SMP,R410A,T3,23.8,24908,2270,3.15,AC,230,230,60,ASH,Fixed,3500,
GMCC,ASG250N1SMP,R410A,T3,25.1,25931,2415,3.15,AC,230,230,60,ASH,Fixed,3500,
GMCC,ATG330V1SMP,R410A,T3,32.7,28251,2815,2.94,AC,230,230,60,ASH,Fixed,3500,
GMCC,ATQ420Y1TMT ,R410A,T3,41.9,35724,3490,3,AC,380,380,50,ASH,Fixed,2900,
GMCC,ASN108D22TFZ ,R410A,T3,10.8,11157,850,3.85,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN140D35TFZ ,R410A,T3,14,14245,1085,3.85,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ATM180D67TMT ,R410A,T3,17.6,17828,1405,3.72,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATM240D67TMT ,R410A,T3,24,24652,1925,3.75,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF235D22TMT ,R410A,T3,23.5,24345,1970,3.62,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF250D43TMT ,R410A,T3,25,26051,2090,3.65,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF310D43TMT ,R410A,T3,30.8,32380,2600,3.65,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF400D64SMV ,R410A,T3,39.8,41916,3365,3.65,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF400D66SMV ,R410A,T3,39.8,41916,3235,3.8,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATQ420D1TMU ,R410A,T3,41.5,44220,3485,3.72,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATQ420D1TNUA ,R410A,T3,41.9,44288,3460,3.75,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ASK32E11VZDX,R410A,-,3.2,3514,290,3.55,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASK43E11VZDX,R410A,-,4.3,4709,375,3.68,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASK56E11VZDX,R410A,-,5.6,6363,488,3.82,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASK68E11VZZX,R410A,-,6.8,7950,605,3.85,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASN84E12VBDB1,R410A,-,8.3,9622,685,4.12,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASN86E11VBD1,R410A,-,8.6,10134,725,4.1,AC,115,115,60,GX,Fixed,3500,Dehumidifier Compressor
GMCC,ASK34E14UZDX ,R410A,-,3.4,3378,380,2.61,AC,115,115,60,ASH,Fixed,3500,Dehumidifier Compressor
GMCC,ASN71E11UZDX1 ,R410A,-,7.1,7302,708,3.02,AC,115,115,60,ASH,Fixed,3500,Dehumidifier Compressor
GMCC,ASN71E11UZDT1 ,R410A,-,7.1,7302,708,3.02,AC,115,115,60,ASH,Fixed,3500,Dehumidifier Compressor
GMCC,ASK32V11VZDX ,R410A,-,3.2,2815,258,3.2,AC,220,220,50,GX,Fixed,2900,Dehumidifier Compressor
GMCC,ASK40V13VZDX ,R410A,-,4,3719,319,3.42,AC,220,220,50,GX,Fixed,2900,Dehumidifier Compressor
GMCC,ASK46V13VZDX ,R410A,-,4.6,4340,359,3.54,AC,220,220,50,GX,Fixed,2900,Dehumidifier Compressor
GMCC,ASN76V13UZDX1 ,R410A,-,7.6,6517,655,2.92,AC,220,220,50,ASH,Fixed,2900,Dehumidifier Compressor
GMCC,ASN86V1UZDA1 ,R410A,-,8.6,7472,750,2.92,AC,220,220,50,ASH,Fixed,2900,Dehumidifier Compressor
GMCC,ASN89V1UZDA1 ,R410A,-,8.9,7745,778,2.92,AC,220,220,50,ASH,Fixed,2900,Dehumidifier Compressor
GMCC,ASK31N12UZZX,R410A,-,3.1,2934,355,2.42,AC,230,230,60,ASH,Fixed,3500,Dehumidifier Compressor
GMCC,ASK37N12UZZX,R410A,-,3.7,3566,405,2.58,AC,230,230,60,ASH,Fixed,3500,Dehumidifier Compressor
GMCC,ASK89D53UEDF ,R410A,-,8.9,9110,688,3.88,DC,-,-,-,SEER60,INV,3500,"Dehumidifier Compressor, Single Cylinder"
GMCC,JSK64V16UZH ,R134a,-,6.4,2508,288,2.55,AC,220,220,50,ASH,Fixed,2900,Dehumidifier Compressor
GMCC,JSK64V16UZH ,R134a,-,6.4,2508,288,2.55,AC,115,115,60,ASH,Fixed,3500,Dehumidifier Compressor
