Manufacturer,Model,Refrigerant,Operating Condition,Displacement Volume,Capacity,Power,COP,Source,Minimum Voltage,Maximum Voltage,Frequency,Test Condition,Speed Type,Speed,Comments
Gree,QXF-A040,R32,T1,4,3712,293,3.71,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-A053,R32,T1,5.3,5060,399,3.72,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-A058,R32,T1,5.8,5323,420,3.71,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-A066,R32,T1,6.6,6398,491,3.82,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-A071,R32,T1,7.1,7029,560,3.68,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-M082,R32,T1,8.2,7909,580,4,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-M086,R32,T1,8.6,8308,608,4,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-M088,R32,T1,8.8,8632,645,3.92,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-M091,R32,T1,9.1,8871,666,3.9,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B092,R32,T1,9.2,8939,647,4.05,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B098,R32,T1,9.8,9622,696,4.05,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B102,R32,T1,10.2,9997,718,4.08,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B117,R32,T1,11.7,11447,822,4.08,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B120,R32,T1,12,11686,835,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B129,R32,T1,12.9,12624,911,4.06,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-B133,R32,T1,13.3,13034,936,4.08,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-C150,R32,T1,15,14740,1041,4.15,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-D175,R32,T1,17.5,17231,1208,4.18,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-D184,R32,T1,18.4,18118,1270,4.18,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-D193,R32,T1,19.3,19005,1333,4.18,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E193,R32,T1,19.3,19175,1338,4.2,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E20,R32,T1,20,19755,1385,4.18,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E21,R32,T1,21,20643,1476,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E22,R32,T1,22,21649,1548,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E232,R32,T1,23.2,22808,1630,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E24,R32,T1,24,23594,1666,4.15,AC,220,240,50,HP,Fixed,2900,
Gree,QXF-E27,R32,T1,27,26560,1876,4.15,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-E270,R32,T1,27,26272,1878,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-E280,R32,T1,28,27228,1945,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-F265,R32,T1,26.5,26494,1880,4.13,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-F275,R32,T1,27.5,27264,1935,4.13,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-F325,R32,T1,32.5,32073,2350,4,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-F356,R32,T1,35.6,34973,2615,3.92,AC,220,240,50,HP,Fixed,2900,
Gree,QXFS-F265s,R32,T1,26.5,26443,1824,4.25,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-F286s,R32,T1,28.6,28320,1975,4.2,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-F41s,R32,T1,41,40944,2965,4.05,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-F275s,R32,T1,27.5,27441,1892,4.25,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-H446s,R32,T1,44.8,44800,3110,4.23,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-H49s,R32,T1,49,49800,3520,4.15,AC,380,380,50,HP,Fixed,2900,
Gree,QXFS-H59s,R32,T1,59,59700,4220,4.15,AC,380,380,50,HP,Fixed,2900,
Gree,QXF-A044x,R32,T1,4.4,5135,385,3.91,AC,115,115,60,HP,Fixed,3500,
Gree,QXF-A053x,R32,T1,5.3,6261,469,3.91,AC,115,115,60,HP,Fixed,3500,
Gree,QXF-A066x,R32,T1,6.6,7882,570,4.05,AC,115,115,60,HP,Fixed,3500,
Gree,QXF-A068x,R32,T1,6.9,8155,585,4.09,AC,115,115,60,HP,Fixed,3500,
Gree,QXF-A083x,R32,T1,8.3,9792,705,4.07,AC,115,115,60,HP,Fixed,3500,
Gree,QXF-M098x,R32,T1,9.8,11823,862,4.02,AC,115,115,60,HP,Fixed,3500,
Gree,QXD-A088,R290,T1,8.8,4625,430,3.15,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-M142,R290,T1,14.2,7628,665,3.36,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-B139※,R290,T1,13.9,7338,630,3.41,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-B160※,R290,T1,16,8259,710,3.41,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-B172,R290,T1,17.2,8972,770,3.4,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-B184,R290,T1,18.4,9761,830,3.44,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-B222,R290,T1,22.1,11263,985,3.35,AC,220,240,50,ASH,Fixed,2900,
Gree,QXD-C238,R290,T1,23.8,12287,1070,3.41,AC,220,240,50,ASH,Fixed,2900,
Gree,ATz-AN088ACBA,R410A,-,8.8,10776,771,4.1,DC,-,-,-,GX,INV,2900,
Gree,ATz-AN095ACBA,R410A,-,9.5,11628,832,4.1,DC,-,-,-,GX,INV,2900,
Gree,ATz-AN095ACBA*A,R410A,-,9.5,11628,802,4.25,DC,-,-,-,GX,INV,2900,
Gree,ATz-AN108AHBA,R410A,-,10.8,13333,954,4.1,DC,-,-,-,GX,INV,2900,
Gree,ATz-AN108AHBA*A,R410A,-,10.8,13333,920,4.25,DC,-,-,-,GX,INV,2900,
Gree,ATz-SN150AXBA,R410A,-,15,18261,1245,4.3,DC,-,-,-,GX,INV,2900,
Gree,ATz-AA098AHBA,R410A,-,9.8,11959,845,4.15,DC,-,-,-,GX,INV,2900,
Gree,ATz-AA098AHBA*A,R410A,-,9.8,12300,820,4.4,DC,-,-,-,GX,INV,2900,
Gree,ATz-AA108AHBA,R410A,-,10.8,13273,955,4.07,DC,-,-,-,GX,INV,2900,
Gree,ATz-AA108AHBA*A,R410A,-,10.8,13348,890,4.4,DC,-,-,-,GX,INV,2900,
Gree,ATz-SM141AHBA,R410A,-,14.1,17094,1205,4.16,DC,-,-,-,GX,INV,2900,
Gree,ATz-SM151AXBA,R410A,-,15.1,18357,1295,4.15,DC,-,-,-,GX,INV,2900,
Gree,ATz-SM151AXBA*A,R410A,-,15.1,18725,1245,4.41,DC,-,-,-,GX,INV,2900,
Gree,ATz-SB238ANAA,R410A,-,23.8,29616,2042,4.25,DC,-,-,-,GX,INV,2900,
Gree,ATz-SD237AHAF,R410A,-,23.7,29667,2037,4.27,DC,-,-,-,GX,INV,2900,
Gree,ATz-SF420ANAB,R410A,-,42,52514,3540,4.35,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN066ACBA,R32,-,6.6,8525,585,4.27,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN075ACBA,R32,-,7.5,9684,665,4.27,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN088ACBA,R32,-,8.8,11355,775,4.3,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN095ACBA,R32,-,9.5,12276,835,4.3,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN095ACBA*A,R32,-,9.5,12583,830,4.45,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN108AHBA,R32,-,10.8,13811,945,4.29,DC,-,-,-,GX,INV,2900,
Gree,FTz-AN108AHBA*A,R32,-,10.8,14271,940,4.45,DC,-,-,-,GX,INV,2900,
Gree,FTz-SN150AXBA,R32,-,15,19505,1300,4.4,DC,-,-,-,GX,INV,2900,
Gree,FTz-AA098AHBA,R32,-,9.8,12696,865,4.3,DC,-,-,-,GX,INV,2900,
Gree,FTz-AA098AHBA*A,R32,-,9.8,13123,845,4.55,DC,-,-,-,GX,INV,2900,
Gree,FTz-AA108AHBA,R32,-,10.8,14083,960,4.3,DC,-,-,-,GX,INV,2900,
Gree,FTz-AA108AHBA*A,R32,-,10.8,14522,935,4.55,DC,-,-,-,GX,INV,2900,
Gree,FTz-SM151AXBA,R32,-,15.1,19949,1285,4.3,DC,-,-,-,GX,INV,2900,
Gree,FTz-SM151AXBA*A,R32,-,15.1,19949,1285,4.55,DC,-,-,-,GX,INV,2900,
Gree,FTz-SB238ANAA,R32,-,23.8,33248,2143,4.55,DC,-,-,-,GX,INV,2900,
Gree,FTz-SF420ANAB,R32,-,42,55583,3567,4.57,DC,-,-,-,GX,INV,2900,
Gree,QXA-A058,R410A,T1,5.8,4640,490,2.78,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A066,R410A,T1,6.6,5357,580,2.71,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A069,R410A,T1,7,5637,592,2.79,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A071,R410A,T1,7.1,5664,615,2.7,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A081,R410A,T1,8.1,6653,685,2.85,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A083,R410A,T1,8.3,6619,710,2.73,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A088,R410A,T1,8.8,7233,740,2.86,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M082,R410A,T1,8.2,6797,685,2.91,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M086,R410A,T1,8.6,7046,705,2.93,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M088,R410A,T1,8.8,7199,727,2.9,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M091,R410A,T1,9.1,7684,768,2.93,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M094,R410A,T1,9.4,7745,773,2.94,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M096,R410A,T1,9.6,7909,788,2.94,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-M098,R410A,T1,9.8,8257,850,2.85,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B092,R410A,T1,9.2,7657,736,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B098,R410A,T1,9.8,8052,774,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B098(J),R410A,T1,9.8,8052,787,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B102,R410A,T1,10.2,8527,819,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B104,R410A,T1,10.4,8632,830,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B104(J),R410A,T1,10.4,8632,843,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B106,R410A,T1,10.6,8666,828,3.07,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B109,R410A,T1,11,9014,870,3.04,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B109(J),R410A,T1,11,9014,881,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B120,R410A,T1,12,10023,963,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B120(J),R410A,T1,12,10023,979,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B125,R410A,T1,12.5,10298,990,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B125(J),R410A,T1,12.5,10298,1007,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B129,R410A,T1,12.9,10673,1026,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B129(J),R410A,T1,12.9,10673,1043,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B133,R410A,T1,13.3,10912,1053,3.04,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B136,R410A,T1,13.6,10912,1070,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B136(J),R410A,T1,13.6,10912,1088,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B139,R410A,T1,13.9,11601,1122,3.03,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-B15,R410A,T1,15,12078,1200,2.95,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-C139,R410A,T1,13.9,11694,1113,3.08,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-C145,R410A,T1,14.5,12355,1168,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-C160,R410A,T1,15.9,13121,1240,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-C165,R410A,T1,16.5,13399,1271,3.09,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D16,R410A,T1,16,13239,1272,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D184,R410A,T1,18.4,15218,1439,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D19,R410A,T1,19,15695,1484,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D193,R410A,T1,19.3,15968,1519,3.08,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D20,R410A,T1,20,16548,1590,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D205,R410A,T1,20.5,16958,1630,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D21,R410A,T1,21,17367,1658,3.07,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-D22 ※,R410A,T1,22,18220,1745,3.06,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E193,R410A,T1,19.3,16566,1556,3.12,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E20,R410A,T1,20,17105,1607,3.12,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E21,R410A,T1,21,17915,1683,3.12,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E22,R410A,T1,22,18630,1761,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E232,R410A,T1,23.2,19924,1878,3.11,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E24,R410A,T1,24,20742,1955,3.11,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E25,R410A,T1,25,21591,2035,3.11,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-E27,R410A,T1,27,22758,2152,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-E270,R410A,T1,27.5,23202,2230,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-E280,R410A,T1,28,24055,2310,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-F275,R410A,T1,27.5,23596,2254,3.07,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-F286,R410A,T1,28.6,24348,2340,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-F304,R410A,T1,30.5,25806,2508,3.02,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-F325,R410A,T1,32.5,27842,2706,3.02,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAS-F356,R410A,T1,35.6,30765,2939,3.07,AC,220,240,50,ASH,Fixed,2900,
Gree,QXA-A062r,R410A,T1,6.2,6159,616,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-A066r,R410A,T1,6.6,6510,651,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-A069r,R410A,T1,6.9,6858,686,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-A078r,R410A,T1,7.8,7711,770,2.94,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-A081r,R410A,T1,8.1,8052,805,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-M082r,R410A,T1,8.2,8155,815,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-M088r,R410A,T1,8.8,8782,880,2.93,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B102r,R410A,T1,10.2,10225,974,3.08,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B106r,R410A,T1,10.6,10580,1007,3.08,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B109r,R410A,T1,10.9,10893,1037,3.08,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B112r,R410A,T1,11.2,11174,1074,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B115r,R410A,T1,11.5,11659,1121,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B117r,R410A,T1,11.7,11624,1117,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B120r,R410A,T1,12,11955,1149,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-B136r,R410A,T1,13.6,14023,1348,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-C139r,R410A,T1,13.9,14269,1358,3.08,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-C150r,R410A,T1,15,14774,1397,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-C155r,R410A,T1,15.5,15559,1471,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-C160r,R410A,T1,15.9,16061,1519,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-C165r,R410A,T1,16.5,16844,1603,3.08,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-D17r,R410A,T1,17,17285,1634,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-D184r,R410A,T1,18.4,18715,1769,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-D19r,R410A,T1,19,19633,1856,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-D20r,R410A,T1,20,20336,1954,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-E21r,R410A,T1,21,21752,2043,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-E22r,R410A,T1,22,22796,2141,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-E232r,R410A,T1,23.2,24536,2305,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-E24r,R410A,T1,24,25197,2367,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-E25r,R410A,T1,25,25545,2400,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-E265r,R410A,T1,26.5,26955,2590,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-E275r,R410A,T1,27.5,27978,2689,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-F275r,R410A,T1,27.5,28490,2694,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-F295r,R410A,T1,29.5,31253,3058,3,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-F304r,R410A,T1,30.4,32053,3131,3,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-F325r,R410A,T1,32.5,34120,3333,3,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAS-F356r,R410A,T1,35.6,37805,3756,2.95,AC,208,230,60,ASH,Fixed,3500,
Gree,QXA-A046x,R410A,T1,4.6,5783,368,4.61,AC,115,115,60,EER,Fixed,3500,
Gree,QXA-A050x,R410A,T1,5.1,6517,414,4.61,AC,115,115,60,EER,Fixed,3500,
Gree,QXA-A052x,R410A,T1,5.2,6551,417,4.6,AC,115,115,60,EER,Fixed,3500,
Gree,QXA-A066x,R410A,T1,6.6,8496,532,4.68,AC,115,115,60,EER,Fixed,3500,
Gree,QXA-A068x,R410A,T1,6.8,8823,550,4.7,AC,115,115,60,EER,Fixed,3500,
Gree,QXA-A071x,R410A,T1,7.1,7029,702,2.93,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-A083x,R410A,T1,8.3,8189,830,2.89,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-A086x,R410A,T1,8.6,8564,860,2.92,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-M102x,R410A,T1,10.2,10304,1020,2.96,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B098x,R410A,T1,9.8,9710,933,3.05,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B102x,R410A,T1,10.2,10202,971,3.08,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B104x,R410A,T1,10.4,10390,989,3.08,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B106x,R410A,T1,10.6,10615,1004,3.1,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B109x,R410A,T1,10.9,10935,1041,3.08,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B112x,R410A,T1,11.2,11243,1080,3.05,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B115x,R410A,T1,11.5,11533,1108,3.05,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B117x,R410A,T1,11.7,11737,1124,3.06,AC,115,115,60,ASH,Fixed,3500,
Gree,QXA-B120x,R410A,T1,12,11942,1136,3.08,AC,115,115,60,ASH,Fixed,3500,
Gree,QX-A086,R22,T1,8.6,4845,502,2.83,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-A104,R22,T1,10.4,5969,601,2.91,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-M142,R22,T1,14.2,9082,629,4.19,AC,220,240,50,HP,Fixed,2900,
Gree,QX-M155,R22,T1,15.5,9889,703,4.11,AC,220,240,50,HP,Fixed,2900,
Gree,QX-M165,R22,T1,16.5,10277,735,4.19,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B139,R22,T1,13.9,8974,619,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B150,R22,T1,15,9622,664,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B155,R22,T1,15.5,9997,681,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B160,R22,T1,16,10407,718,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B172,R22,T1,17.2,9884,920,3.15,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-B184,R22,T1,18.4,10510,978,3.15,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-B193,R22,T1,19.3,12283,837,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B202,R22,T1,20.2,12949,883,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B206,R22,T1,20.6,13204,900,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B210,R22,T1,21,13477,908,4.35,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B212,R22,T1,21.3,13750,937,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B217,R22,T1,21.7,12454,949,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B222,R22,T1,22.1,12761,967,4.3,AC,220,240,50,HP,Fixed,2900,
Gree,QX-C229,R22,T1,22.9,13364,1205,3.25,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-C238,R22,T1,23.8,13817,1246,3.25,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-D28,R22,T1,28,18152,1209,4.4,AC,220,240,50,HP,Fixed,2900,
Gree,QX-D287,R22,T1,28.7,18612,1240,4.4,AC,220,240,50,HP,Fixed,2900,
Gree,QX-D305,R22,T1,30.7,20091,1338,4.4,AC,220,240,50,HP,Fixed,2900,
Gree,QX-F325,R22,T1,32.5,19350,1746,3.25,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-34,R22,T1,33.7,20185,1810,3.27,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-F36,R22,T1,35.6,21325,1923,3.25,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-37,R22,T1,36.8,22100,1991,3.25,AC,220,240,50,ASH,Fixed,2900,
Gree,QXS-F40A,R22,T1,40,26464,1825,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QXS-F41A,R22,T1,41,27125,1870,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QXS-F42A,R22,T1,42,27787,1916,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QXS-F428A,R22,T1,42.8,28320,1953,4.25,AC,220,240,50,HP,Fixed,2900,
Gree,QXS-F438A,R22,T1,43.8,25829,2366,3.2,AC,220,240,50,ASH,Fixed,2900,
Gree,QXS-F475,R22,T1,47.5,28319.6,2677,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXS-F49,R22,T1,49,29513.8,2883,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QX-A098r,R22,T1,9.8,6752,649,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-B14r,R22,T1,13.3,9397,854,3.22,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-B15r,R22,T1,15,10650,968,3.22,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-B172r,R22,T1,17.2,12181,1097,3.26,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-B18r,R22,T1,17.5,12355,1132,3.2,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-D253r,R22,T1,25.3,17888,1616,3.24,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-D267r,R22,T1,26.7,19072,1717,3.26,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-D273r,R22,T1,27.3,19803,1775,3.27,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-F286r,R22,T1,28.6,20472,1846,3.25,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-F305r,R22,T1,30.6,22691,1992,3.34,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-F325r,R22,T1,32.5,24061,2112,3.34,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-F34r,R22,T1,33.7,25058,2200,3.34,AC,208,230,60,ASH,Fixed,3500,
Gree,QX-B17x,R22,T1,16.4,11624,1082,3.15,AC,115,115,60,ASH,Fixed,3500,
Gree,QX-B172x,R22,T1,17.2,12198,1131,3.16,AC,115,115,60,ASH,Fixed,3500,
Gree,QX-A075v,R22,T1,7.5,5151,518,2.91,AC,127,127,60,ASH,Fixed,3500,
Gree,QX-A098v,R22,T1,9.8,6873,692,2.91,AC,127,127,60,ASH,Fixed,3500,
Gree,QX-B141v,R22,T1,14.1,9919,923,3.15,AC,127,127,60,ASH,Fixed,3500,
Gree,QX-F34s,R22,T1,33.7,19687,1792,3.22,AC,380,380,50,ASH,Fixed,2900,
Gree,QXS-F41s,R22,T1,41,23815,2148,3.25,AC,380,380,50,ASH,Fixed,2900,
Gree,QXS-F42s,R22,T1,42,24396,2200,3.25,AC,380,380,50,ASH,Fixed,2900,
Gree,QXS-F438s,R22,T1,43.8,25590,2336,3.21,AC,380,380,50,ASH,Fixed,2900,
Gree,QXS-F475s,R22,T1,47.5,27654,2525,3.21,AC,380,380,50,ASH,Fixed,2900,
Gree,QXS-F49s,R22,T1,49,28524,2604,3.21,AC,380,380,50,ASH,Fixed,2900,
Gree,QXAH-B136,R410A,T3,13.6,11464,1091,3.08,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-C136,R410A,T3,13.6,11450,1083,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-D184,R410A,T3,18.4,15218,1439,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-D19,R410A,T3,19,15866,1510,3.08,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-E193,R410A,T3,19.3,16275,1539,3.1,AC,220,240,50,ASH,Fixed,2900,
